id,reviews,target
287,진짜 가성비 제일좋습니다. 밥쇽도 소지하고 있지만 배그사용시 이 이상은 없다고 봅니다. 총 찢어지는 소리가 난다고 하는데 그닥 거슬리지않아요(먼소린가했네) 이거저거 말도 많고 고민도했는데 편안합니다(저항잭사용안함),5
288,아버님이 부탁하셔서 주문했는데 좋다고 하시네요~~ 많이 파세요,4
289,여름이라 아직 써보진 않았는데 워낙 유명하네 좋을듯해요~가격도 착하게 잘한거같습니다,4
290,무게 중심으로 핸들을 조정하는거라 4살 아기가 타긴 버벅되고 위험하네요ㅜ,2
291,저희애는 업드려서타는게 너무 싫어하더라구요 참고하세요,1
292,잘 받았습니다 다른 곳보다 저렴한 편이라서 구매했는데 맛은 그냥저냥이에요 솔직히 추천은 못하겠네요.,2
293,최악이네요. 4월에 구매해서 한달넘게 썼지만 딱 한마리 잡히곤 여태껏 밤마다 손으로 잡네요. 하루밤에 손으로 4마리 잡을동안 블랙키토는 한마리도 못잡았어요. 손으로 잡은게 더 빠르고 확실해요. 크기도 크고 밝기도 너무 밝고 최악입니다.,2
294,너무 신선하고 좋습니다 다음에 또 주문할께요 ~~~,5
295,코요테퍼도 안전하게 압축된세 잘보여요 투명도가 좋아 내무가 잘보여 좋어야요,5
296,착용감도좋고아들이조아해요,5
297,"부산거주민인데 기대보다 감칠맛이 덜한 양념이네요 곱창은 실하고 낙지양은 작은편, 새우살양은 적당한거로 판단됩니다",2
298,사용시 냉기 오래갑니다.,5
299,좋아요 부드럽네요~~~ 또 구매할께요^^,5
300,재구매 아이들이 좋아해요~!!,5
301,ㄹㅇ뉴ㅜㄹ으ㅓ오르,5
302,깔끔하고 가격도 저렴하고 좋아요 젓가락이 살짝 무게가 있네요,4
303,종류가다양하고 디자인좋음,5
304,재구매 영화 볼때 간식으로 먹으면 그만입니다. ^^,5
305,"용량이 크다는 것과, 무게가 상당함... 충전이 빠른것도 아닌거 같고 ㅋㅋ;",2
306,재구매 박스에서 현미를 꺼내는데 와르르 쏟아졌어요 보니까 밑에가 다 터져있었어요 완전 당황했습니다 포장을 잘해서 보내셔야 되겠어요.,1
307,너무 맛있어서 매번시켜먹내요,5
308,샴푸잘쓰고있어서 주문했어요 워시랑로션도좋네요,5
309,진짜 짱입니다 가격 배송 품질 뭐 하나 빠지는게 없어요 웨이트할때 짐웨어 개념으로 쓰려고 샀는데 생각보다 너무 이뻐서 밖에도 쓰고 다닙니다 ㅋ,5
310,주문하고 기다리는데 너무 오랜 시간이 걸리는것 같습니다,1
311,어제 딴거라고 햇는데 오래된듯가지가 말라 비틀어짐 다음부터 시장가서 사먹어야 겟어요,1
312,전원을 뽑아야 원두가 안튀어요. 설명서 필독후 사요.,1
313,사진이랑재질이달라요 ㅡ,2
314,기프티콘 사용하면 배달비 따로 받네요,2
315,아기가 아직 어려서 사용불가,5
316,사이즈가 너무 작아서 불편해요ㅜㅜ이미 세탁을 해버려서 반품도 못해서 그냥 안입고 버리게되네요ㅠ,1
317,차기깨끗해져서 좋아요,4
318,"어디 창고에 박혀있던 재고품을 보내신건지, 뜯자마자 지하실에 묵은 곰팡이 냄새가 확 나네요.... 아직 커버는 안벗겨봤는데, 진짜 곰팡이가 핀건 아니길 바랍니다.",2
319,산지 직송이라 믿고 구매 했는데 냉동 꽃게가 왔네요. 매우 실망 했고 맛은 먹은 꽃게 중에서 제일 형편 없는 맛이었습니다. 싱싱한 맛이 아니어서 온 집안에 구린내로 하루 종일 환기해야 했습니다. 제철 꽃게 먹으려다 입 맛만 버렸습니다.,2
320,아주아주만족해요~~~운동 퐈이팅하게 하고 주변에 많이 알릴께요~!!ㅋㅋ,5
321,실체 배터리에서 테스터기로 잰 전압과 -0.3~0.4V 정도 차이가 나네요.,2
322,남편이 쓰는데 좋다고 해요 ㅎㅎ,5
323,분무량이 많아서 좋아요,5
324,포장 너무 깔끔하고 좋아요ㅋㅋ,5
325,그냥 싸서 사먹는다,1
326,기대이상이에요 다음에도 계절 지나면 시킬게요,5
327,충전속도 느리고... 시거잭 쇠부분이 헐거워서 운행중 스스로 기어나옴... 너무하네,1
328,물기가 잘안먹어요 작ㄱ도라고,2
329,엄마께서 달고 이상한 냄새와 맛이 난다고 하시네요... 엄마는 곰팡이 냄새 같은 냄새가 난다고 하시는데 수돗물 냄새 같은 향이 많이 나는 것 같아요ㅜㅜ,2
330,배송겁나느림 도트캡나시는 사진에는 가슴부분이 봉긋해보이는데 캡이 같이 봉제가 안되있어서 전혀커버가 안되네요,2
331,두번 착용 후 또 잃어버렸어요 이번엔 떨어지는 느낌도 안났어요 ㅠㅠ,1
332,색깔도 예쁘고 편해요 빠른배송 굿입니다,5
333,너무 좋아요 수납 짱,5
334,너무얇아서 밑으로빠져서 못쓰게써요,1
335,신기해서 사 봤어요,5
336,배송도빠르구요 너 ~무 예뻐요 넘맘에들어서 다른것도 또주문했어요,5
337,생각보다 약해요 배송ㅇ기사님 아주 친절 하셨습니다,2
338,넘 크더라구요 .. 목감기나 이럴땐 걸릴것 같애요,2
339,욕실난방기라서 당연히 방수 될줄 알고 샀는데 설명서 보니 아님 물 안튀게 진짜 조심히 써야될려나.,2
340,형이너무별로인듯하네여,2
341,양모헤라가 오지 않았습니다 이제야 확인했네요 다시 보내주세요,1
342,만족합니다 ~ 끈도 끊어지지 않고 좋네요,5
343,마감 깔끔하고 모자 안에 사이즈 조절 끈이 있어서 사이즈 조금 넉넉해도 안벗겨지고 쌀수 있어요~~,5
344,컴퓨터 앞에 놓고 쓰니 딱 좋네요.,4
345,인테리어 할려고 샀는데 너무 이쁘네요~ 살산 것 같아요 ㅎㅎ 많이 파세요^^,5
346,칫솔꽂이랑 치약꽂이 같은 블루로 주문햇는데 색이 다르네요..,2
347,5개 샀는데 다 잘됐어유^^,5
348,다른스틱보다 훨씬 부드럽고 잘녹고 가볍고 7개월 아기손에 딱 쥐기 좋습니다. 맛도 괜찮은거같구요 정말 강력추천입니다.,5
349,생각보다 튼튼하네요 설명서는 보기 힘들었어요ㅠ,5
350,조카 피부가 건조해서 찾아보다가 구입하게되었어요~ 용량도 큰 편이라 부담없이 사용 할 수 있어서 좋은거 같아요~,5
351,항상 맛있게먹는게 족발이에요💖,5
352,디자인 좋고 성능은 아직 잘 모르겠지만 소음은 적당하네요,5
353,생각한것 보다는 작았지만 컸으면 큰일날뻔했어요. 사이즈 딱입니다,5
354,"아래 판이 실리콘이라 출렁이고, 뚜껑 때문인지 얼리는 시간도 오래 걸려요. 얼음 빼기 쉽게 하려고 실리콘 샀는데, 아쉽네요.",2
355,추가 구매 상품까지 잘 챙고주시고 안전배송해주셨습다. 빠른배송 감사합니다 특대로 통을 변경하였는데. 이게 특대인가 싶게 생각보다 작네요.. 장수풍뎅이 수컷의 윗 날개부분이 우화할때 문제가 있었는지.. 좀 쭈글쭈글 울퉁하네요..,4
356,배송빨리 왔네요 다음에 더 필요하면 구매할생각이예요,5
357,이전에 PPSU 썼을때는 좋아서 이번에는 PP제품 구매했는데 4개 중에 2개 뚜껑이 헐겁네요... 분유녹이려 흔들다 뚜껑이 날아가서 이곳 저곳 다 닦고.... 이전에 쓰던 젖병 뚜껑 사용중이네요 ㅜㅜ,1
358,눈에 너무 잘띄는 곳에 스크레치나서 왔어요ㅠ 톡톡문의 답이 없으셔서 그냥 사용하기로 했는데 넘 거슬리고 속상해요ㅠ,2
359,토ㅓㅋ코코난뉺낭ㅍ뉴,1
360,"오자마자부터 스크래치랑 얼룩이 있었는데, 점점더 심해져서 못쓰고 있어요~ㅠㅠ",1
361,유통기한이 짧다고해서 걱정했는데 2달 정도는 남아서 다행이네요,5
362,역시달바! 미스트가 필요했는데 마침 클랜져도 같이 하길래 사봤어요 근데 넘 만족스럽네용!^^ 클랜징 후에 얼굴당김도 없구 부드럽게 진한 메이크업이 다 지워져서 좋아요~,5
363,운이좋아 바로 받았어요.. 다른친구네는 이주걸렸다는데 . 아이가 너무 좋아하네요. 튼튼하니 잼나게 탈것같아요~,5
364,쓸모가 많네요 색이 이쁩니다,5
365,좋아요. 단단하게 고정되서 좋더라구요. 가격은 말할것없이 저렴하구요. 무조건 사세요.,5
366,모서리부분에 심하게 까진 부분이 있더군요 반품 하기 귀찮아서 그냥 씁니다,1
367,일단 보플이 좀 쉽게 생겨서ㅎ 내구성이?좀 약합니다 그냥 그런대로 입기는 편함,2
368,진심 이쁘고 퀄리티 좋아요 제가 키가 좀 커서 다음에 모노키니는 m으로 사야할거같긴한데 퀄이 너무 좋고 이쁩니다!!,5
369,시중보다 저렴하고 두께도 굵고 가성비는 좋습니다.,4
370,여행가서 쓸려고 샀어요 만족합니다,4
371,진짜 너무좋아요 이걸왜지금산건지,5
372,가볍고 가방 각 무너짐도 없어서 대만족입니다. 다른가방 이너백도 더 구입할거에요^^,5
373,와 기스나고 보호필름 다 뜯어진걸 보내네 ㅆㅂㅅㄲ들,2
374,"개별포장상태, 냉동상태 모두 좋아요!",5
375,에쿠스 구형은 Aux가 웂어서 안되네요 ㅠ,2
376,구두 받았는데 상자 열었더니..냄새가 마니 나네요 오래갈듯 그리고 보드가 덜 넣었는지 깔창이 완전히 붙어있지 않고 마무리가 안되어 있네요...푹신함은 좋네요,2
377,재구매 튼튼한 면사에요. 하지만 뜨다 보면 손이 아프네요 ..,5
378,샌들고리에 걸려서 끊어졌어요. 일주일사용했나?ㅜ,1
379,생각보다 착용감은 아쉬워요.,2
380,재구매 재주문 입니다. 항상 좋습니다.,5
381,상태안좋아요,2
382,체온계 온도가 잘못된것 같습니다. 코로나때문에 구매했는데 다른 체온계보다 1도가량 높게 나오네요. 미열이 있는줄 알고 한바탕 난리가 났네요. 병원에 가져갔었는데 다른 체온계랑 비교해보니 1도 가량 높았어요. 교환 원합니다.,1
383,국내산이라 믿고 구매했어요 잘 먹고 재구매할게요~^^,5
384,재구매 이 제품사용한지 벌써 5년째👍🏻👍🏻,5
385,효과 있으면 쟁여놓을꺼예요 ㅋㅋ 제일저렴해요,5
386,만족합니다 사이즈 잘 맞고 이뻐요 화면에 보던거 보다 실물이 더 이쁘네요 남친것도 샀는데 맘에 들어 해요,5
387,스위치 크고 심하지않습니다,1
388,사이즈 정사이즈네요 잘신겠습니다,5
389,맨밑 한자리 고속자리가 고속충전이 안됐습니다. 반품이 귀찮아 집에있는 bw100뿌리니 정상으로 고속충전이 되긴 하네요. 다소 아쉬웠습니다.,2
390,원단 마감 제대로안되어 있고 먼지날림이 어무 심해여,2
391,진짜 별로 예요 색상 화이트 시키도 마시고 두께도 두꺼워서 홈버튼 느낌이 누를 때 다칠 것 같아요 정말 별로예요,1
392,최악입니다.사이즈도 작아요ㅠ.라벨만 제거하지 않았다면 반품할건데 라벨제거해서 걸레로 사용합니다.,1
393,가격때문에 망설였지만 결국 슈브제로 사게 되네요~,5
394,바르고 나서 더 많이 났어요,1
395,ㅎㅎㅎ 어디 붙이려했는데 딸래미 장난감 되버렸어요 아니 백색 없으면 품절로 해 놓던가 ... 그냥 맘데로 주황으로 보내면 어쩝니까 ;;;;,1
396,음.. 친구가 추천해서 샀는데 이거쓰고나면 아기몸에 모가올라옴..향도강해서 씻길때 눈아픔 사용연령도 3개월부터 성인까지던데? 아기전용인지알고 샀음 ㅠㅠ 안쓰고 화장실에 모셔뒀음,2
397,작은 사이즈로 했는데도 저한테는 살짝 커요. 손이 워낙 작아서 어쩔수없죠ㅠ 그래도 100장인데 가격도 저렴하고 배송도 빨라서 좋아요!! 요즘 코로나때문에 장갑도 구하기 힘든데 가격도 안올리시고 정말 감사합니다!!!,5
398,배송중에 깨져서 8일 걸렸습니다!,1
399,"너무 허접해서,,, 설치한 시간이 아까워서 그냥 씁니다,, 뒤로 기대면 넘어질것 같아요. 불안해서 등받이에 기댈수가 없네요,,",2
400,재구매 진공포장이 전혀 되어있지 않았어요 ㅠㅠ 게다가 먹태도 지난번 같지 않네요 ㅠㅠ,2
401,손잡이가 얇으면 좋겠디만 싸니까 ㅋㅋ 시세이도 곡률맞는분 이거 찰떡이에요,5
402,교체 하기 편해요~~<,5
403,렌즈가불투명해서아무리닦아도흐리게보임,1
404,일단 너무 딱딱해서 먹을 수가 없었어요,2
405,다과 운동 효과가 있는건지 잘모름요,2
406,팥이 쉰 냄새가 나서 정말 놀래서 맹동 시켜 보렸네요!!! 가격에 비해 정말 별로예요,2
407,장착이 아예 안돼네요 장착후 좀 지나면 빠지네요 완전 잘못만든 제품입니다,1
408,남에 집에 배송 하면 어떡하나요....,2
409,처음은 마늘맛이 강하다고 생각했는데…먹다보니 그거더 감칠맛을 더하더라구요 맛있게 먹었습니다,5
410,i am soory.... 화면 보기가 어색해요...,2
411,모델분키가아담하신듯. 그걸감안해도 기장이 1%부족해보여요,4
412,역시 국내산 제품 입니다 바느질 .소재 모두 만족합니다 평소 겉옷 상의 55사이즈 하의 27 입습니다 인견8부속바지 L 사이즈로 했는데 크지않고 편하고 좋아요,5
413,길이 늘릴려고빼는순간 빠져버리네요 다시끼울수는있었습니다,2
414,저렴하게 잘샀어요 다음에도 또 구매할듯 하네용,5
415,"맞춤 제작이라 전화문의 드렸었는데 친절한설명 감사드립니다. 제품도 마음에들고 화이트색상은 원래 원목무늬가 없다는것 알고 구매했구요, 워낙 심플한걸 좋아해서 마음에 듭니다.",5
416,소재가 많이 도톰해요. 운동할때 입으려고 구매했는데 많이 더울것 같고 두꺼워서 베이스레이어 안에 입으면 티가 많이 나겠네요. 속에 캡도 자리잡히지 않고 돌아다니고 반품 귀찮아서 그냥 집에서 입는 속옷으로 입어야 겠어요.,2
417,복숭아 뼈 쪽이 너무 긁혀서 상처만 남네요....못신을거같음,2
418,고데기 사용을 자주 해서 머릿결이 푸석푸석하던 차에 지인 추천을 받아 구매했습니다!!샵에서 클리닉 받은 것처럼 머리에 윤기가 도네요^^매일 매일 잘 쓰고 있습니다! 많이 파세요~~,5
419,재구매 6개를 시켰는데 1통이 터져서 분유가루가 온통방통이네요 ㅠㅠ,1
420,다른곳보다 비싸서 고민하다 주문했는데 가격대비 너무 부실해요,1
421,깔끔하고 세련된디자인 가격도 저렴합니다. 그런데 텀블러 마개는 하루만에 부러졌어요 세척시 열때 주의가 필요합니다,5
422,두대 거치하실붕은 싱글 두개 사세요 이유는 간섭이너무심합니다 만듦새는 너무 좋아요,2
423,늘 쓰던거예요 잘받았어요,5
424,비추 이게모..대걸레막대가이렇게짧아서어떻게청소를하라는건지..좀만길게해주시지ㅜ물티슈여러장으로청소하는게더괜찮네요ㅜ,2
425,음식물 때문에 머리가 아팠는데 분쇄기 사용하고 부터는 그걱정이 사라졌어요 구매하길 잘했어요^^,5
